,Name,Year,Rating,Votes
2447,Dare,2009,5.9,3838.0
2448,Solitary Man,2009,6.4,14559.0
2449,Carandiru,2003,7.6,15877.0
2450,Ayitha Ezhuthu,2004,7.8,2643.0
2451,Masked and Anonymous,2003,5.5,4184.0
2452,See Spot Run,2001,5.4,8106.0
2453,Izgnanie,2007,7.7,6238.0
2454,An American Carol,2008,4.3,9003.0
2455,The Education of Charlie Banks,2007,6.6,4663.0
2456,Batoru rowaiaru II: Chinkonka,2003,4.7,18000.0
2457,No Smoking,2007,7.2,5321.0
2458,Toolbox Murders,2004,5.3,7267.0
2459,Idlewild,2006,6.3,4901.0
2460,Bounce,2000,5.7,18857.0
2461,www.XXX.com,2003,4.7,201.0
2462,2 Days in Paris,2007,6.8,28653.0
2463,Code 46,2003,6.2,19137.0
2464,Blow Dry,2001,6.3,7346.0
2465,Doogal,2006,2.8,4199.0
2466,Mother and Child,2009,7.2,10709.0
2467,Never Forever,2007,6.5,1315.0
2468,Beer League,2006,6.0,7321.0
2469,Laid to Rest,2009,5.3,7082.0
2470,The Hoax,2006,6.7,15355.0
2471,De grønne slagtere,2003,7.3,17068.0
2472,The Nativity Story,2006,6.8,9011.0
2473,Chaos,2005,3.2,1878.0
2474,Drive Thru,2007,4.6,3639.0
2475,Kevin & Perry Go Large,2000,5.5,11179.0
2476,Solstice,2008,5.4,5561.0
2477,Baiohazâdo: Dijenerêshon,2008,6.5,26950.0
2478,Art School Confidential,2006,6.3,15826.0
2479,Pusher III,2005,7.3,11767.0
2480,The Mummy's Kiss,2003,4.8,440.0
2481,The Wash,2001,4.7,6149.0
2482,Outsourced,2006,7.0,10593.0
2483,Soul Kitchen,2009,7.3,33002.0
2484,The Crocodile Hunter: Collision Course,2002,5.4,6020.0
2485,Head of State,2003,5.4,16736.0
2486,Undead,2003,5.5,12102.0
2487,Reeker,2005,5.2,9203.0
2488,Oasiseu,2002,8.0,6447.0
2489,Okuribito,2008,8.1,43446.0
2490,The Center of the World,2001,5.9,4303.0
2491,Avenging Angelo,2002,5.2,7850.0
2492,Dnevnoy dozor,2006,6.5,31700.0
2493,Melissa P.,2005,4.8,5500.0
2494,Assassination of a High School President,2008,6.3,14853.0
2495,Melinda and Melinda,2004,6.5,29330.0
2496,Il y a longtemps que je t'aime,2008,7.6,18832.0
2497,Cthulhu,2007,4.7,1690.0
2498,Keinohrhasen,2007,6.6,15919.0
2499,Employee of the Month,2004,6.2,8950.0
2500,Winged Creatures,2008,5.7,6577.0
2501,Eloïse,2009,6.5,1457.0
2502,Chek law dak gung,2002,5.6,6464.0
2503,Storytelling,2001,6.9,16228.0
2504,Le temps du loup,2003,6.6,8527.0
2505,Serious Moonlight,2009,5.4,7300.0
2506,Sommersturm,2004,7.4,12367.0
2507,Layla Live or Die,2008,5.8,24.0
2508,Edmond,2005,6.3,10497.0
2509,Surveillance,2008,6.4,15909.0
2510,San suk si gin,2009,7.1,10315.0
2511,Lost Souls,2000,4.8,9928.0
2512,Eating Out 2: Sloppy Seconds,2006,6.3,3367.0
2513,The Tigger Movie,2000,6.3,15105.0
2514,The Mandalorian Legacy,2009,7.4,14.0
2515,The Hamiltons,2006,5.2,8070.0
2516,Te wu mi cheng,2001,5.9,14532.0
2517,Katyn,2007,7.1,13925.0
2518,The Black Balloon,2008,7.3,8109.0
2519,Enduring Love,2004,6.4,9408.0
2520,Juwanna Mann,2002,4.6,5686.0
2521,The Dancer Upstairs,2002,7.0,5986.0
2522,Pinocchio,2002,4.3,7036.0
2523,My Name Is Bruce,2007,6.3,22622.0
2524,The Abandoned,2006,5.6,11844.0
2525,Two Can Play That Game,2001,6.2,5661.0
2526,1920,2008,6.4,2346.0
2527,Cherrybomb,2009,6.0,6632.0
2528,Anatomie de l'enfer,2004,4.4,4519.0
2529,Connie and Carla,2004,6.3,7391.0
2530,Little Ashes,2008,6.6,8024.0
2531,People I Know,2002,5.5,10486.0
2532,Sweet Sixteen,2002,7.5,11884.0
2533,Good,2008,6.2,6291.0
2534,Catacombs,2007,4.6,7771.0
2535,Kontroll,2003,7.7,22248.0
2536,The Affair of the Necklace,2001,6.1,4778.0
2537,Riding the Bullet,2004,5.2,8330.0
2538,All or Nothing,2002,7.6,8957.0
2539,"The Prize Winner of Defiance, Ohio",2005,7.3,6247.0
2540,Tsotsi,2005,7.3,26407.0
2541,Big Bad Wolf,2006,5.3,2243.0
2542,The Promotion,2008,5.7,17312.0
2543,The Statement,2003,6.2,4536.0
2544,The Matador,2005,6.8,42216.0
2545,Dot the I,2003,6.8,7872.0
2546,Beyond a Reasonable Doubt,2009,5.9,11531.0
2547,Race,2008,6.6,11027.0
2548,Eros,2004,6.0,5610.0
2549,Mammoth,2009,6.9,9074.0
2550,Meet the Browns,2008,4.2,6090.0
2551,No Man's Land,2001,8.0,41128.0
2552,Boom,2003,2.3,1214.0
2553,Gray Matters,2006,5.8,6426.0
2554,Gojira: Fainaru uôzu,2004,6.5,6229.0
2555,Kill Theory,2009,5.5,6427.0
2556,Stiletto,2008,5.0,2375.0
2557,Strangers with Candy,2005,6.1,7436.0
2558,Hunger,2009,5.3,4248.0
2559,I Want Candy,2007,5.4,6978.0
2560,Cheung gong 7 hou,2008,6.5,12938.0
2561,The Jerk Theory,2009,5.6,3385.0
2562,Never Die Alone,2004,5.7,5147.0
2563,Balls Out: Gary the Tennis Coach,2009,5.5,9021.0
2564,In the Light of the Moon,2000,5.6,4722.0
2565,Faust: Love of the Damned,2000,4.2,3335.0
2566,The Lost City,2005,6.7,8799.0
2567,Small Time Crooks,2000,6.7,33987.0
2568,Bathory,2008,5.9,3847.0
2569,House of Fears,2007,4.9,1634.0
2570,Keulraesik,2003,7.9,6838.0
2571,Greta,2009,6.2,9020.0
2572,Mic Macs à Tire-Larigot,2009,7.2,26999.0
2573,Metoroporisu,2001,7.3,18587.0
2574,Brief Interviews with Hideous Men,2009,5.6,3136.0
2575,The Cat's Meow,2001,6.4,7241.0
2576,Mr 3000,2004,5.5,13126.0
2577,To Save a Life,2009,7.1,5106.0
2578,À Deriva,2009,6.8,2572.0
2579,The Devil and Daniel Webster,2003,5.6,4420.0
2580,Motherhood,2009,4.6,4044.0
2581,Paradise Now,2005,7.5,21063.0
2582,Joe Somebody,2001,5.5,9266.0
2583,Loverboy,2005,5.5,2895.0
2584,Gutterballs,2008,4.7,2836.0
2585,Good Boy!,2003,5.2,3724.0
2586,Beautiful Kate,2009,6.7,3022.0
2587,The Celestine Prophecy,2006,4.9,3315.0
2588,The Good Guy,2009,5.9,8577.0
2589,Center Stage: Turn It Up,2008,6.2,5471.0
2590,Jab We Met,2007,7.9,40096.0
2591,Intermission,2003,6.9,14432.0
2592,Dark Ride,2006,4.6,5569.0
2593,Hjælp! Jeg er en fisk,2000,5.9,5081.0
2594,Mohabbatein,2000,7.1,23730.0
2595,Bruiser,2000,5.3,5123.0
2596,Carmen,2003,6.2,1784.0
2597,The Greatest,2009,6.7,8168.0
2598,Antikörper,2005,7.1,6755.0
2599,The Crew,2000,5.6,4273.0
2600,O Fantasma,2000,5.7,2600.0
2601,Owning Mahowny,2003,7.1,11641.0
2602,Uzumaki,2000,6.2,6545.0
2603,One Week,2008,7.1,10589.0
2604,The Pet,2006,3.8,509.0
2605,Ticker,2001,3.6,6206.0
2606,Sordid Lives,2000,6.8,2610.0
2607,The Alibi,2006,6.4,5590.0
2608,Trailer Park of Terror,2008,5.3,3498.0
2609,Godsend,2004,4.8,23649.0
2610,The Half Life of Timofey Berezin,2006,7.0,3179.0
2611,It Runs in the Family,2003,5.6,4334.0
2612,Krrish,2006,6.4,15254.0
2613,Not Since You,2009,5.7,1621.0
2614,Illegal Tender,2007,5.6,2350.0
2615,Night of the Living Dead 3D,2006,3.2,3131.0
2616,Kaho Naa... Pyaar Hai,2000,6.9,11661.0
2617,The Pleasure of Your Company,2006,5.7,14057.0
2618,"Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki",2001,7.2,4132.0
2619,Tormented,2009,5.2,5730.0
2620,Double Take,2001,5.4,7614.0
2621,White Material,2009,7.0,5718.0
2622,Pauly Shore Is Dead,2003,4.5,4280.0
2623,The Sex Movie,2006,4.9,780.0
2624,Coming Soon,2006,5.1,116.0
2625,In the Electric Mist,2009,6.1,14799.0
2626,Anbe Sivam,2003,8.8,11841.0
2627,The Call of Cthulhu,2005,7.3,7005.0
2628,"Slap Her, She's French!",2002,5.1,5118.0
2629,Nurse Betty,2000,6.2,31483.0
2630,Major Movie Star,2008,4.3,3680.0
2631,Hamlet 2,2008,6.4,16001.0
2632,Legion of Honor,2002,5.5,925.0
2633,Rugrats Go Wild,2003,5.6,6670.0
2634,Home of the Brave,2006,5.6,9889.0
2635,Welcome to Collinwood,2002,6.4,13321.0
2636,Saints and Soldiers,2003,6.8,18988.0
2637,Mystery Team,2009,6.8,8264.0
2638,The Donner Party,2009,5.2,900.0
2639,Fanaa,2006,7.2,27700.0
2640,Milyang,2007,7.5,5090.0
2641,Candy Stripers,2006,3.0,1168.0
2642,Whore,2008,5.5,484.0
2643,Lakposhtha parvaz mikonand,2004,8.1,15648.0
2644,Daddy and Them,2001,5.7,1967.0
2645,Main Hoon Na,2004,7.0,28043.0
2646,Salaam Namaste,2005,6.2,5835.0
2647,Animal Factory,2000,6.6,11666.0
2648,Ask the Dust,2006,5.8,8691.0
2649,La graine et le mulet,2007,7.4,6173.0
2650,Les invasions barbares,2003,7.7,26544.0
2651,The Wild Thornberrys Movie,2002,5.3,13132.0
2652,The Janky Promoters,2009,5.3,1269.0
2653,Nae meorisokui jiwoogae,2004,8.2,18795.0
2654,Death in Love,2008,5.0,931.0
2655,Im Juli,2000,7.8,18893.0
2656,Du levande,2007,7.5,12353.0
2657,Ha-Sodot,2007,7.0,1763.0
2658,The Next Best Thing,2000,4.7,10068.0
2659,Resurrecting the Champ,2007,6.7,19384.0
2660,Soul Survivors,2001,3.9,7760.0
2661,Itty Bitty Titty Committee,2007,5.6,2682.0
2662,Lovely & Amazing,2001,6.9,6433.0
2663,In My Father's Den,2004,7.6,6801.0
2664,Delhi-6,2009,6.0,6102.0
2665,Ils se marièrent et eurent beaucoup d'enfants,2004,6.5,4416.0
2666,Brother,2000,7.2,20206.0
2667,Right at Your Door,2006,6.1,11896.0
2668,Secret Pleasures,2002,4.4,287.0
2669,Perfume,2001,3.7,834.0
2670,The White Countess,2005,6.7,5772.0
2671,Melancholie der Engel,2009,3.6,700.0
2672,The Escapist,2008,6.8,15611.0
2673,Tokyo!,2008,7.1,8280.0
2674,TiMER,2009,6.5,11546.0
2675,Complicity,2000,5.9,727.0
2676,Munna Bhai M.B.B.S.,2003,8.2,61195.0
2677,Wiedzmin,2001,3.6,1562.0
2678,Porn Star Zombies,2009,2.7,276.0
2679,Mrs Henderson Presents,2005,7.0,14403.0
2680,La Ciénaga,2001,7.0,4340.0
2681,Shrink,2009,6.7,17460.0
2682,Stranger: Mukô hadan,2007,7.8,12458.0
2683,Jack and the Beanstalk,2009,4.8,1474.0
2684,Jalla! Jalla!,2000,6.8,11894.0
2685,Bo bui gai wak,2006,6.7,11357.0
2686,Red,2008,7.0,9514.0
2687,The Rowdy Girls,2000,3.8,299.0
2688,Cidade dos Homens,2007,7.3,14208.0
2689,L: Change the World,2008,6.2,7019.0
2690,Sugar,2008,7.2,4337.0
2691,Paris,2008,6.9,10911.0
2692,"Love, Honour and Obey",2000,6.5,4735.0
2693,7-10 Split,2007,4.6,990.0
2694,8,2008,4.8,766.0
2695,The Brothers,2001,6.4,3650.0
2696,Lantana,2001,7.3,17452.0
2697,Le fils,2002,7.7,8081.0
2698,Married Life,2007,6.3,8580.0
2699,The Other End of the Line,2008,6.2,5353.0
2700,Bending All the Rules,2002,2.4,609.0
2701,Guru,2007,7.8,19002.0
2702,Outlaw,2007,5.8,11835.0
2703,Management,2008,5.9,15984.0
2704,Mike Bassett: England Manager,2001,6.9,4959.0
2705,ZMD: Zombies of Mass Destruction,2009,5.1,3837.0
2706,Pretty Ugly People,2008,5.0,1710.0
2707,The I Inside,2004,6.1,9861.0
2708,About Adam,2000,5.9,6070.0
2709,The Alphabet Killer,2008,5.3,7342.0
2710,Bosque de sombras,2006,5.7,4926.0
2711,Strictly Sexual,2008,6.4,4784.0
2712,Shooting Dogs,2005,7.7,10401.0
2713,For Your Consideration,2006,6.3,12956.0
2714,Another Gay Sequel: Gays Gone Wild!,2008,4.0,2765.0
2715,Factotum,2005,6.6,12925.0
2716,The Lightkeepers,2009,5.4,521.0
2717,The Parole Officer,2001,6.4,6064.0
2718,Angel,2007,5.9,4854.0
2719,Gun Shy,2000,5.7,6435.0
2720,The Night Listener,2006,5.9,13796.0
2721,Le temps qui reste,2005,7.1,7919.0
2722,Suck,2009,6.1,4011.0
2723,The Insatiable,2006,5.5,1371.0
2724,Garoojigi,2008,5.3,454.0
2725,The Echo,2008,5.7,4945.0
2726,Broken English,2007,6.4,5822.0
2727,Possession,2008,5.6,6660.0
2728,Edison,2005,5.3,14032.0
2729,2001: A Space Travesty,2000,3.4,10434.0
2730,River Queen,2005,6.0,2343.0
2731,Bu neng shuo de. mi mi,2007,7.6,6770.0
2732,Mies vailla menneisyyttä,2002,7.7,19833.0
2733,Conversations with Other Women,2005,7.1,11050.0
2734,Who's Your Caddy?,2007,2.1,14208.0
2735,Vizontele,2001,8.0,26656.0
2736,Alien Hunter,2003,5.1,3822.0
2737,Love's Labour's Lost,2000,6.1,4105.0
2738,Down for Life,2009,6.8,285.0
2739,I Dreamed of Africa,2000,5.6,4055.0
2740,Autopsy,2008,5.0,5832.0
2741,Sauna,2008,6.3,6234.0
2742,You Kill Me,2007,6.5,16984.0
2743,Bordertown,2007,6.1,9324.0
2744,Book of Blood,2009,5.3,6452.0
2745,Stolen Summer,2002,6.5,2549.0
2746,The Brothers Solomon,2007,5.3,10057.0
2747,Bill,2007,6.3,18626.0
2748,Tashan,2008,3.9,4323.0
2749,Kôkaku kidôtai 2.0,2008,8.0,12191.0
2750,Baarìa,2009,6.9,6187.0
2751,Town & Country,2001,4.4,4413.0
2752,Highwaymen,2004,5.7,7857.0
2753,Echelon Conspiracy,2009,5.8,17921.0
2754,Chain Letter,2009,4.2,4712.0
2755,Kinetta,2005,4.9,850.0
2756,À la folie... pas du tout,2002,7.2,17474.0
2757,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,2005,7.5,9172.0
2758,The Monkey's Mask,2000,5.1,1388.0
2759,El hijo de la novia,2001,7.8,13337.0
2760,Malibu Spring Break,2003,2.2,372.0
2761,Mrs. Palfrey at the Claremont,2005,7.6,2916.0
2762,Indigènes,2006,7.1,13085.0
2763,The House of Mirth,2000,7.1,6755.0
2764,El cantante,2006,5.5,4398.0
2765,Hey Ram,2000,8.0,9731.0
2766,Replicant,2001,5.4,12525.0
2767,Four Sheets to the Wind,2007,6.0,513.0
2768,G.O.R.A.,2004,8.0,46779.0
2769,Laguna,2001,5.5,203.0
2770,The Gravedancers,2006,5.5,8684.0
2771,44 Inch Chest,2009,5.8,6217.0
2772,Guizi lai le,2000,8.3,5824.0
2773,The Revenant,2009,6.3,10024.0
2774,Lucky Numbers,2000,5.0,9203.0
2775,Hera Pheri,2000,8.2,45680.0
2776,Fei Ying,2004,5.1,2095.0
2777,The Dangerous Lives of Altar Boys,2002,7.1,12548.0
2778,Perrier's Bounty,2009,6.4,5846.0
2779,Daisy Diamond,2007,6.0,1024.0
2780,The Hottest State,2006,6.2,2538.0
2781,Exit,2006,5.8,1650.0
2782,Presque rien,2000,6.7,4513.0
2783,Death Defying Acts,2007,5.8,9117.0
2784,Primo amore,2004,6.9,888.0
2785,Happy Accidents,2000,7.3,8935.0
2786,Long Weekend,2008,5.1,5175.0
2787,The Cookout,2004,3.6,2541.0
2788,Oorlogswinter,2008,7.0,11294.0
2789,Inside I'm Dancing,2004,7.9,13017.0
2790,Noel,2004,6.2,8030.0
2791,Ordinary Decent Criminal,2000,6.4,12562.0
2792,Shotgun Stories,2007,7.3,8858.0
2793,La finestra di fronte,2003,7.4,9903.0
2794,Lie to Me,2008,6.1,1537.0
2795,Yuva,2004,7.4,7412.0
2796,The City of Your Final Destination,2009,6.4,2581.0
2797,Omkara,2006,8.1,16379.0
2798,Biyeolhan geori,2006,7.4,6797.0
2799,Bella Martha,2001,7.3,7329.0
2800,Going the Distance,2004,5.6,3328.0
2801,Suchîmubôi,2004,6.9,15228.0
2802,Swimming Pool - Der Tod feiert mit,2001,4.3,2484.0
2803,Piglet's Big Movie,2003,6.1,5756.0
2804,Sex and the Teenage Mind,2002,4.2,595.0
2805,OSS 117: Rio ne répond plus,2009,6.9,11183.0
2806,Direktøren for det hele,2006,6.7,9934.0
2807,Le petit Nicolas,2009,7.2,10830.0
2808,Ritual,2002,4.8,1414.0
2809,In the Mix,2005,2.7,7736.0
2810,Jet Boy,2001,7.2,1099.0
2811,King of California,2007,6.7,20979.0
2812,Fear X,2003,6.0,6052.0
2813,Down in the Valley,2005,6.4,17229.0
2814,The Garden of Eden,2008,5.3,837.0
2815,Goodbye Bafana,2007,7.1,11039.0
2816,Siworae,2000,7.7,7230.0
2817,Tian bian yi duo yun,2005,6.6,4255.0
2818,Dead Birds,2004,5.7,8894.0
2819,Stellet Licht,2007,7.3,5140.0
2820,The Clearing,2004,5.9,12555.0
2821,Naked Fear,2007,5.5,1826.0
2822,Vampires: Los Muertos,2002,4.6,6434.0
2823,Daniel & Ana,2009,6.2,1195.0
2824,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,7.9,12396.0
2825,John Rabe,2009,7.2,5634.0
2826,The Claim,2000,6.5,5638.0
2827,Little Fish,2005,6.3,7818.0
2828,Love & Sex,2000,6.2,4889.0
2829,Terra,2007,6.6,10666.0
2830,Woman on Top,2000,5.3,9316.0
2831,Trailer Park Boys: The Movie,2006,7.3,11078.0
2832,The Dark,2005,5.4,9815.0
2833,Dou fo sin,2007,6.8,11514.0
2834,It's All About Love,2003,5.5,7512.0
2835,Les égarés,2003,6.6,2902.0
2836,Elvis Has Left the Building,2004,5.3,2425.0
2837,De ofrivilliga,2008,7.1,4168.0
2838,The Third Eye,2007,5.8,53.0
2839,Run Ronnie Run,2002,6.4,5041.0
2840,Les poupées russes,2005,7.0,18054.0
2841,Yu-Gi-Oh! The Movie,2004,4.7,7176.0
2842,The Good Thief,2002,6.6,9479.0
2843,Buying the Cow,2002,5.9,6237.0
2844,Christmas in the Clouds,2001,6.6,608.0
2845,Medicine for Melancholy,2008,6.7,1731.0
2846,Largo Winch,2008,6.5,12360.0
2847,Bang Bang You're Dead,2002,7.9,11889.0
2848,Hurricane Season,2009,6.7,2359.0
2849,En kort en lang,2001,6.1,2896.0
2850,Kickin' It Old Skool,2007,4.6,6475.0
2851,Pride and Prejudice,2003,5.3,2252.0
2852,Redacted,2007,6.1,9502.0
2853,Los lunes al sol,2002,7.7,11543.0
2854,The Mudge Boy,2003,7.2,3890.0
2855,Altered,2006,5.7,9431.0
2856,The Mistress of Spices,2005,5.5,4901.0
2857,Going Under,2004,5.1,219.0
2858,Pour elle,2008,7.2,7923.0
2859,One-Eyed Monster,2008,4.2,2157.0
2860,Lebanon,2009,6.9,10304.0
2861,The Astronaut Farmer,2006,6.3,21090.0
2862,Stuck,2007,6.5,8672.0
2863,The Snow Walker,2003,7.4,9117.0
2864,Songcatcher,2000,7.2,3019.0
2865,Evangerion shin gekijôban: Jo,2007,7.8,14899.0
2866,Assassination Tango,2002,5.9,2722.0
2867,Hooking Up,2009,2.6,1613.0
2868,Fifty Dead Men Walking,2008,6.9,10213.0
2869,Glorious 39,2009,6.5,4794.0
2870,10 Items or Less,2006,6.7,13611.0
2871,Mission Kashmir,2000,6.8,5586.0
2872,Finding Bliss,2009,5.3,2192.0
2873,Cairo Time,2009,6.7,5863.0
2874,The Winning Season,2009,6.6,5453.0
2875,Bright Young Things,2003,6.6,4660.0
2876,The Vicious Kind,2009,7.0,7129.0
2877,The Yellow Handkerchief,2008,6.8,7396.0
2878,Girl Play,2004,4.7,715.0
2879,LOL (Laughing Out Loud) ®,2008,6.3,7488.0
2880,L'enfant,2005,7.5,16069.0
2881,Elementarteilchen,2006,6.6,7474.0
2882,From Time to Time,2009,6.7,3944.0
2883,Chakushin ari,2003,6.2,15495.0
2884,The Boys Are Back,2009,6.9,9462.0
2885,Storm Warning,2007,5.9,5863.0
2886,99 francs,2007,7.3,17227.0
2887,Derailed,2002,3.9,6691.0
2888,La comunidad,2000,7.3,9509.0
2889,Stone of Destiny,2008,6.8,3330.0
2890,Unconditional Love,2002,6.9,3314.0
2891,Stealing Harvard,2002,5.1,11818.0
2892,Tadpole,2000,6.2,5434.0
2893,Five Minutes of Heaven,2009,6.7,11463.0
2894,The Deaths of Ian Stone,2007,5.6,12060.0
2895,Drop Dead Sexy,2005,5.0,2020.0
2896,The Walker,2007,5.9,4939.0
2897,Le divorce,2003,4.9,10413.0
2898,Grace,2009,5.2,7237.0
2899,Shi gan,2006,7.2,10848.0
2900,Adam Resurrected,2008,6.3,3375.0
2901,Man About Town,2006,5.6,7059.0
2902,Driving Lessons,2006,6.8,10156.0
2903,Sanxia haoren,2006,7.3,4999.0
2904,Die fetten Jahre sind vorbei,2004,7.5,29125.0
2905,The Assassination of Richard Nixon,2004,7.0,24388.0
2906,Inran naru ichizoku: Dai-isshô - Chijin-tachi no tawamure,2004,4.6,167.0
2907,Straightheads,2007,5.6,6130.0
2908,Mind Game,2004,7.9,7015.0
2909,Evangerion shin gekijôban: Ha,2009,8.0,13156.0
2910,House,2008,4.7,5359.0
2911,The Longshots,2008,5.2,3435.0
2912,Le fate ignoranti,2001,7.4,7761.0
2913,Vulgar,2000,5.3,3759.0
2914,Nirgendwo in Afrika,2001,7.6,11500.0
2915,Running on Empty Dreams,2009,4.6,683.0
2916,Go Go Tales,2007,5.8,1108.0
2917,A Home at the End of the World,2004,6.7,12684.0
2918,Looking for Alibrandi,2000,7.1,2755.0
2919,Elsewhere,2009,5.6,2832.0
2920,Feed,2005,5.4,5211.0
2921,Marci X,2003,2.8,4782.0
2922,Santa's Slay,2005,5.4,8007.0
2923,Things You Can Tell Just by Looking at Her,2000,6.5,6175.0
2924,Yossi & Jagger,2002,7.2,6236.0
2925,Lassie,2005,6.7,3722.0
2926,Kirot,2009,5.8,2118.0
2927,La tigre e la neve,2005,7.1,12566.0
2928,Speaking of Sex,2001,5.8,2099.0
2929,Song for a Raggy Boy,2003,7.6,3410.0
2930,Mujhse Shaadi Karogi,2004,6.8,11581.0
2931,Dear Frankie,2004,7.8,20066.0
2932,The Last Time,2006,6.2,3297.0
2933,Kiss Me Again,2006,5.2,893.0
2934,Macabre,2009,6.4,2414.0
2935,Life Is Hot in Cracktown,2009,6.2,1650.0
2936,11'09''01 - September 11,2002,7.0,5159.0
2937,Saint Ange,2004,5.0,4056.0
2938,Boy Culture,2006,6.8,5109.0
2939,À l'aventure,2008,5.5,1618.0
2940,The Last Winter,2006,5.6,7982.0
2941,Koi... Mil Gaya,2003,7.1,18053.0
2942,Hardcore,2004,6.2,1950.0
2943,Trilogia: To livadi pou dakryzei,2004,7.9,3680.0
2944,Murder-Set-Pieces,2004,3.8,3742.0
2945,Criminal,2004,6.4,9516.0
2946,The Good Night,2007,5.8,7914.0
2947,The Oh in Ohio,2006,5.6,5754.0
2948,BackPage,2008,4.2,11.0
2949,The Deep End,2001,6.7,10390.0
2950,SPL: Sha po lang,2005,7.1,10167.0
2951,Killer Movie,2008,4.7,2501.0
2952,Me Without You,2001,7.0,4113.0
2953,Zerophilia,2005,6.3,2134.0
2954,The Flying Scotsman,2006,7.1,4732.0
2955,Walled In,2009,4.8,5281.0
2956,Beautiful Creatures,2000,5.9,3238.0
2957,Anonyma - Eine Frau in Berlin,2008,7.1,5398.0
2958,Dolan's Cadillac,2009,5.7,6356.0
2959,Julia,2008,7.1,5380.0
2960,Monsieur Ibrahim et les fleurs du Coran,2003,7.4,10199.0
2961,The Guilty,2000,6.2,2874.0
2962,Space Chimps,2008,4.5,9775.0
2963,Give 'em Hell Malone,2009,6.0,5741.0
2964,While She Was Out,2008,4.8,5878.0
2965,Le fil,2009,6.8,1673.0
2966,Mozart and the Whale,2005,6.9,8128.0
2967,Penny Dreadful,2006,5.1,5853.0
2968,Les chansons d'amour,2007,7.2,8206.0
2969,Genova,2008,6.1,5867.0
2970,Insidious,2008,5.6,115.0
2971,The Mysteries of Pittsburgh,2008,5.4,2924.0
2972,The Thief Lord,2006,6.0,5433.0
2973,Easy,2003,5.9,1541.0
2974,Irresistible,2006,5.8,5238.0
2975,Shadowboxer,2005,5.6,6278.0
2976,End Game,2006,5.1,4765.0
2977,Ajnabee,2001,6.6,7098.0
2978,Hey Arnold! The Movie,2002,5.9,5583.0
2979,Elsker dig for evigt,2002,7.6,8783.0
2980,La virgen de los sicarios,2000,6.9,3487.0
2981,He Was a Quiet Man,2007,6.8,21154.0
2982,The Deal,2008,5.7,3108.0
2983,The Square,2008,6.8,5049.0
2984,Life During Wartime,2009,6.4,6244.0
2985,Timecode,2000,6.2,6176.0
2986,Wasting Away,2007,5.7,2867.0
2987,Like Minds,2006,6.4,4215.0
2988,La Mission,2009,7.1,1623.0
2989,Wilderness,2006,6.2,8423.0
2990,Bikur Ha-Tizmoret,2007,7.6,11934.0
2991,De helaasheid der dingen,2009,7.4,8537.0
2992,The Perfect Game,2009,7.0,2926.0
2993,Kimyô na sâkasu,2005,7.1,4394.0
2994,Poketto monsutâ: Serebî - Toki wo koeta deai,2001,5.6,6524.0
2995,My Baby's Daddy,2004,4.5,3302.0
2996,Tortilla Soup,2001,6.6,3803.0
2997,The Secret Life of Words,2005,7.5,11115.0
2998,Novocaine,2001,5.8,10131.0
2999,The Onion Movie,2008,6.3,14602.0
3000,Kabadayi,2007,7.9,16051.0
3001,Paheli,2005,6.7,11243.0
3002,Terkel i knibe,2004,7.1,8255.0
3003,Greenfingers,2000,6.9,5029.0
3004,Looking for Eric,2009,7.2,14473.0
3005,Gracie,2007,6.2,3812.0
3006,Chaharshanbe-soori,2006,7.8,7716.0
3007,Coco Chanel & Igor Stravinsky,2009,6.4,5712.0
3008,Breakin' All the Rules,2004,5.6,5451.0
3009,Ong-bak 2,2008,6.2,27108.0
3010,Dans ma peau,2002,6.3,4500.0
3011,Beautiful,2000,5.4,3450.0
3012,House of 9,2005,5.5,8401.0
3013,The Trotsky,2009,6.8,5347.0
3014,Nothing Like the Holidays,2008,6.1,3364.0
3015,The Last Hangman,2005,7.5,4469.0
3016,The Children of Huang Shi,2008,7.1,8815.0
3017,The Inheritance,2007,6.1,141.0
3018,Voces inocentes,2004,7.9,6742.0
3019,Mou gaan dou II,2003,7.4,15122.0
3020,The Lodger,2009,5.8,4336.0
3021,Stygian,2000,6.4,116.0
3022,Unarmed But Dangerous,2009,3.3,176.0
3023,Dirty,2005,5.6,4903.0
3024,Alex & Emma,2003,5.6,12305.0
3025,Big Fan,2009,6.7,8473.0
3026,The Magic Roundabout,2005,5.2,2671.0
3027,Dark Country,2009,5.3,4147.0
3028,The Foreigner,2003,3.3,5944.0
3029,Wake Wood,2009,5.5,7249.0
3030,Katakuri-ke no kôfuku,2001,7.1,7426.0
3031,Return of the Living Dead: Rave to the Grave,2005,3.2,3659.0
3032,Code Name: The Cleaner,2007,4.5,10598.0
3033,Kopps,2003,6.8,17539.0
3034,Happily N'Ever After 2,2009,3.9,1488.0
3035,An American Affair,2008,6.2,1860.0
3036,Sappho,2008,4.8,1410.0
3037,Uranya,2006,6.6,911.0
3038,Middle of Nowhere,2008,6.5,3296.0
3039,Taegukgi hwinalrimyeo,2004,8.1,34979.0
3040,Beer for My Horses,2008,4.9,1607.0
3041,Nights and Weekends,2008,6.1,1085.0
